1 0.995597
2 1.96322
3 2.857
4 3.15178
5 3.11951
6 3.09408
7 3.07476
8 3.06352
9 2.88514
10 2.97764
11 3.04223
12 3.02284
13 3.0294
14 3.03742
15 3.03247
16 3.02442
